id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk,surfweight_1,surfweight_2,surfweight_3,surfweight_4,surfweight_5,surfweight_6,surfweight_7,surfweight_8,surfweight_9,surfweight_10,surfweight_11,surfweight_12,surfweight_13,surfweight_14,surfweight_15,surfweight_16,surfweight_17,surfweight_18,surfweight_19,surfweight_20,surfweight_21,surfweight_22,surfweight_23,surfweight_24,surfweight_25,surfweight_26,surfweight_27,surfweight_28,surfweight_29,surfweight_30,surfweight_31,surfweight_32,surfweight_33,surfweight_34,surfweight_35,surfweight_36,surfweight_37,surfweight_38,surfweight_39,surfweight_40,surfweight_41,surfweight_42,surfweight_43,surfweight_44,surfweight_45,surfweight_46,surfweight_47,surfweight_48,surfweight_49,surfweight_50,surfweight_51,surfweight_52,surfweight_53,surfweight_54,surfweight_55,surfweight_56,surfweight_57,surfweight_58,surfweight_59,surfweight_60,surfweight_61,surfweight_62,surfweight_63,surfweight_64,surfweight_65,surfweight_66,surfweight_67,surfweight_68,surfweight_69,surfweight_70,surfweight_71,surfweight_72,surfweight_73,surfweight_74,surfweight_75,surfweight_76,surfweight_77,surfweight_78,surfweight_79,surfweight_80,surfweight_81,surfweight_82,surfweight_83,surfweight_84,surfweight_85,surfweight_86,surfweight_87,surfweight_88,surfweight_89,surfweight_90,surfweight_91,surfweight_92,surfweight_93,surfweight_94,surfweight_95,surfweight_96,surfweight_97,surfweight_98,surfweight_99,surfweight_100
666,193.914,2018,3,0,4,2,2,1,0,0,1,2,7,2,0,8,8,8,3,2,3,5,7,5,5,5,1,9,2,1,1,3,5,1,4,3,0,0,1,2,192.0993,192.4977,193.7112,194.0648,195.8096,192.1086,193.8152,192.4466,194.2607,194.3923,194.0029,193.0991,193.1554,193.9017,196.1497,192.6115,197.8685,192.3138,193.7327,192.8016,192.8497,196.959,195.2039,194.8959,195.8503,193.5714,196.2224,193.9831,190.6757,192.3677,194.4578,194.2429,207.5093,195.675,190.6296,191.4971,190.2631,194.5019,191.1288,192.6618,193.0575,193.3042,193.667,197.107,194.3285,192.6049,194.5202,194.8807,196.5657,193.3991,193.11,192.6318,193.2208,6.200263,206.684,207.9382,208.3749,210.6644,207.0071,207.0247,207.049,208.5988,208.7878,205.8301,206.1616,208.7276,208.1058,193.0138,192.876,197.306,195.8466,192.1195,197.0958,194.3629,194.2123,191.5344,192.919,194.1157,195.0208,192.236,194.8987,195.4872,193.8084,194.2458,194.5327,192.0609,192.9584,193.3285,192.5533,192.9093,192.6645,193.0769,196.2167,194.3119,196.4375,195.6322,192.3045,193.8103,193.2743,192.769
667,912.1046,2018,6,0,4,1,2,1,0,0,2,3,3,1,0,10,8,10,4,1,4,5,8,9,8,8,1,18,1,1,3,4,5,3,5,3,0,0,2,2,913.2299,906.1531,908.6159,915.5712,914.3014,924.8381,898.7554,939.8079,930.3351,894.8705,912.7003,898.7554,912.7421,912.2793,913.3898,894.3252,928.5956,906.645,919.4555,912.0555,933.3677,899.3113,908.5654,910.245,899.5467,911.4066,77.46892,1058.265,1077.456,1077.908,1067.248,1093.263,904.5206,922.5136,904.0369,914.2031,901.4734,904.2415,917.8712,902.3682,935.9387,917.6602,908.8281,910.2857,906.7467,924.5601,917.9374,907.9561,905.3415,905.7927,905.4113,917.8572,920.2747,913.6467,912.8776,905.1718,916.3485,910.127,909.9996,909.9775,914.7404,917.0508,906.1805,912.6066,912.2444,903.199,911.7892,912.8316,930.2985,906.3246,913.3171,910.1281,913.352,912.6281,911.0305,915.3101,906.5409,909.338,917.2962,905.1828,928.6189,909.1962,918.7706,888.4548,910.0212,924.4747,923.3334,900.7078,896.1688,921.9956,928.9927,913.013,906.6572,916.4659,914.9834,904.4543,898.7206,906.8311,914.402,924.3096
668,319.1861,2018,3,1,4,3,2,1,1,1,3,2,5,4,0,3,10,10,5,1,5,3,7,10,7,8,1,12,3,2,3,4,3,2,1,9,0,1,1,3,328.1167,321.8879,318.9757,312.4007,317.3739,315.0542,320.5013,320.8239,316.4518,316.3643,324.2216,317.5507,321.0963,313.3036,322.235,314.6094,317.8277,328.0437,323.3231,336.4876,334.8528,342.8891,338.4874,339.1827,337.1481,337.2138,335.0795,341.7676,334.7917,338.1868,336.0388,7.604427,342.9737,336.0795,333.9007,332.6208,335.3592,318.3728,319.4202,316.9725,323.0597,325.0428,321.7167,319.8042,315.4984,311.2068,331.499,319.1405,314.0894,316.3199,315.1274,316.1565,326.6341,319.8004,315.0361,322.2016,319.8888,316.7585,315.7059,317.683,318.0466,328.3536,320.058,315.2393,318.9751,320.9649,315.6027,317.3507,321.6862,318.0626,327.1263,319.4958,318.169,320.2655,317.4963,316.3042,319.1763,321.8408,320.2042,321.5533,315.7545,316.887,315.1521,317.7981,327.3545,315.0208,321.4629,319.46,317.8536,320.6341,320.9545,317.5847,319.8042,320.6833,317.2801,315.1911,316.9579,318.3114,318.1385,318.4446
669,348.8088,2018,5,0,4,1,2,1,0,0,1,2,7,1,0,4,10,10,5,1,3,5,8,10,7,5,1,5,2,1,0,5,5,5,9,5,0,0,2,2,347.5345,349.9237,347.6871,350.1897,346.9789,350.0345,343.8932,350.9575,350.4714,353.3958,345.1609,346.415,348.2592,353.5894,349.9217,344.9589,352.5938,345.9536,348.2641,354.4159,349.4801,345.5513,351.7188,348.4781,346.8667,351.7955,344.5699,345.6699,349.5188,347.1664,349.567,344.0757,348.1118,346.7444,349.6635,348.0688,353.5377,347.831,354.0949,350.2853,347.6092,350.2612,346.5554,347.0112,351.5133,356.3569,346.1333,348.1159,345.0022,349.5231,354.7595,339.408,349.7711,348.697,351.154,354.6883,346.7269,347.1982,350.4874,349.8749,349.7537,346.2792,350.0162,348.4883,343.8318,349.3162,346.2295,351.0231,346.7208,392.1302,395.9921,384.8104,18.44246,387.9633,389.4302,389.4616,389.7189,397.3512,344.0394,347.5912,350.3101,352.6755,344.0676,349.0978,352.0103,351.226,351.3749,348.0083,347.9409,350.3266,347.79,348.9947,347.638,342.0391,352.6144,344.4885,348.5996,352.1298,347.8897,347.8827
670,193.246,2018,3,1,4,2,2,0,0,0,3,3,3,1,0,4,5,7,3,2,3,1,3,4,3,8,1,5,2,1,1,5,5,5,6,1,0,0,4,2,192.9492,191.3839,194.1836,194.0978,195.7125,194.0115,190.0824,193.1418,192.9513,193.0745,192.5626,193.6884,205.801,208.5912,206.0256,208.259,208.0384,204.8494,206.9183,207.5538,217.3362,204.7987,210.6039,6.127534,206.5635,207.055,191.2161,191.7991,194.4305,191.5853,192.4218,192.0993,192.6817,191.8279,194.8257,192.0112,194.6881,195.4696,193.8503,195.7333,192.2631,192.2189,190.8023,194.9982,195.4577,192.4312,190.5577,194.693,190.3982,194.7091,196.1554,197.6491,194.2049,191.9993,192.4148,198.5671,191.1564,193.2567,192.9248,192.0641,193.2237,191.8163,189.5303,192.4866,190.7477,192.1181,194.8448,195.0234,191.0055,194.7323,193.4035,193.0426,193.8352,190.6102,192.9318,193.67,195.0987,194.4314,195.6647,192.1561,192.0186,195.0227,192.3362,195.0177,193.9487,194.8275,193.1644,191.474,191.662,192.8668,196.3349,194.3168,192.6968,193.795,192.0244,192.986,190.9561,194.2982,191.2434,193.2817
671,137.1919,2018,3,1,4,1,2,0,0,0,1,2,9,1,0,10,7,3,3,1,3,5,3,7,0,2,1,20,1,1,3,77,77,5,8,5,1,0,2,1,138.1255,137.6028,136.6625,136.9746,134.8573,138.178,139.5576,136.8823,136.6108,135.3025,135.9592,137.511,137.6414,137.2615,135.3972,136.8318,136.7486,137.4577,137.6844,138.5246,137.7958,136.7385,137.0377,137.0129,136.9737,136.9363,137.5218,136.8914,136.733,139.3321,138.081,135.2292,136.1916,137.8868,139.7035,137.5768,137.155,136.3932,147.0442,3.734226,147.7791,145.2151,145.4714,144.8256,147.7979,144.8461,145.4258,145.6122,144.7975,146.7943,145.2579,142.9523,146.5119,146.667,136.8118,143.2036,135.4884,136.9531,138.5951,135.395,135.1999,137.5515,134.967,136.9151,136.3531,138.8725,138.4003,139.0369,136.1131,135.9337,138.4239,136.323,136.9982,135.6364,137.0452,136.1751,138.6715,139.4403,138.0576,135.7653,135.8538,136.2911,137.151,136.2773,137.0788,136.8696,136.8156,137.8885,138.4637,137.8624,135.4712,139.7693,138.7644,137.2966,135.802,136.9756,137.9749,136.623,139.0505,137.3298
672,816.6641,2018,6,0,4,3,2,0,0,0,2,1,10,2,1,8,8,8,4,1,4,4,8,8,8,7,1,17,1,1,0,4,4,4,8,8,0,0,1,1,830.6297,810.7192,821.7094,811.3564,823.7291,809.2663,821.7018,817.3936,814.5518,825.5088,815.607,814.0907,822.864,819.9937,821.8593,811.1268,805.4977,815.189,815.8582,813.8936,820.8541,830.4791,811.3918,813.2285,804.2134,811.7111,828.7664,811.1245,816.4099,810.9029,809.1866,822.6338,816.8436,810.7925,833.5268,816.6448,809.4436,809.8524,806.6942,819.9605,825.4942,813.5134,823.1768,822.1547,825.3367,811.3489,823.8076,820.3605,816.996,811.1581,815.5756,812.7244,811.0646,822.4407,820.1134,809.5651,815.5477,808.421,821.7663,825.9036,816.3774,812.0361,823.325,822.1512,810.964,816.5913,810.807,827.3809,811.0721,813.7326,823.5134,821.8024,818.1355,827.739,810.9785,808.3512,804.8524,819.8698,808.8082,821.3995,824.4308,806.7884,805.764,817.8076,832.6442,810.9157,818.0541,953.2474,942.1451,945.4543,933.2352,946.316,57.31444,926.8113,810.7651,825.8181,814.0192,817.5681,824.557,806.368
673,210.8946,2018,6,0,4,1,2,0,0,0,3,2,9,5,1,10,9,10,4,1,4,2,6,9,6,77,1,4,4,3,0,3,5,3,1,77,0,0,1,1,208.6685,215.7173,207.4468,212.7733,213.0311,205.5432,207.7204,219.1961,213.3638,208.0919,214.1165,209.5249,210.2696,211.3558,208.8802,214.1245,210.8839,210.1505,212.705,214.7694,210.1291,208.6288,209.3635,211.6195,209.643,210.5487,231.9797,7.938803,229.0833,232.0806,226.0277,228.9211,227.856,227.2612,229.8143,229.5054,233.5007,229.3662,210.276,209.3987,209.648,211.1417,210.9068,212.5346,210.3621,213.8388,206.8372,213.3665,211.2119,210.0625,208.3897,210.8945,208.1714,213.2381,211.0489,210.1835,213.491,212.5471,209.6944,212.1089,211.0715,210.4442,211.5659,215.2721,207.8425,209.8053,209.3279,209.2047,212.4958,210.689,209.8532,210.5154,208.5805,210.7917,209.6015,212.3788,212.3851,211.8663,212.3003,209.6566,209.4551,211.6438,214.6298,211.0532,210.374,212.5192,211.3447,210.8992,207.6491,210.7305,207.3221,212.1819,211.0195,210.2926,209.9503,207.9384,214.6322,210.4758,209.9955,211.897
674,57.70557,2018,3,0,4,4,2,0,0,0,3,2,8,5,0,5,8,8,3,1,4,5,7,8,5,7,0,15,2,1,3,3,4,77,0,9,0,0,1,3,57.51361,59.45235,56.58054,57.14031,57.71866,57.4285,56.11266,58.97277,58.85852,57.08552,58.03745,57.25092,58.13508,57.89431,57.13116,58.16008,57.36415,57.85932,57.88675,58.18668,57.13704,58.32255,57.98345,56.81873,57.5607,57.01644,58.6244,57.49137,57.48228,58.15282,57.82146,56.84293,57.23413,58.18217,56.98701,57.30325,58.43574,58.22781,60.23033,60.61794,61.55609,61.09708,61.17488,60.70947,60.41012,61.0961,60.3643,61.12081,60.20831,60.19686,59.6082,60.65155,60.48687,61.25231,60.26172,1.188986,61.21648,60.43596,57.48214,57.39736,58.02498,58.52803,57.66281,57.83944,57.02734,56.85147,57.45957,58.34108,58.51495,57.24129,57.85067,57.51757,57.4805,57.65165,57.89744,57.78345,57.44707,57.42076,57.76088,57.22393,58.38145,57.74431,57.48501,57.24049,57.31778,58.7446,56.79558,57.99595,57.41499,58.2046,57.93199,57.51306,57.78635,58.13573,57.47578,57.72418,58.51292,58.01477,57.2329,58.15543
675,305.3317,2018,6,0,1,3,3,0,0,0,1,1,8,1,1,0,9,10,4,1,5,5,8,10,9,9,1,13,3,1,0,4,5,77,10,1,0,1,1,1,312.4262,307.9895,303.042,304.6068,313.782,293.0204,351.6739,21.02837,347.0107,352.7852,362.7563,348.6233,353.5559,311.2053,309.8968,302.193,304.8964,300.0584,312.6065,306.433,305.2026,297.9192,304.1535,311.5597,302.0542,304.4271,303.3757,303.3141,313.5051,308.2662,297.8065,300.5726,304.5799,300.2762,305.1812,306.3681,310.2784,302.2291,306.2534,302.1709,313.1034,309.0334,305.8455,303.5643,305.2049,307.976,303.6323,306.2222,306.1118,304.747,306.8473,300.3409,303.4181,305.4891,306.172,306.8751,304.2112,303.2957,311.3229,308.0331,306.6176,302.4553,307.275,304.3368,303.8671,307.316,300.9736,303.2019,301.9088,306.5565,306.7713,304.6825,309.0555,304.7714,307.232,305.4208,306.3463,306.5691,301.1682,304.0908,305.7305,307.3037,303.6463,307.39,309.1458,309.2026,309.8257,302.4903,305.1734,305.0676,307.0743,301.9513,302.283,298.9062,307.1188,303.0052,306.8398,307.4301,302.3556,305.4099
676,387.984,2018,5,1,1,2,3,1,0,0,2,3,8,1,0,10,10,10,5,1,3,5,8,10,2,2,1,19,1,1,0,5,5,5,3,3,0,0,1,1,390.3993,390.788,387.8647,387.002,383.3512,386.4973,400.8558,380.9276,384.0944,388.4576,387.7884,383.4091,390.3846,379.5301,385.3201,389.5087,386.9506,388.279,392.0648,388.4453,383.0249,389.6007,386.8855,389.0649,390.2857,387.4968,386.8552,389.3622,390.2224,395.6487,386.2525,384.2102,388.3412,383.9659,395.0417,392.0648,388.6529,384.347,387.3669,392.1219,392.5663,386.2404,385.2989,383.5364,386.4466,386.9478,435.4169,436.0551,434.8383,429.9618,430.5739,429.5584,431.9367,436.9938,20.30236,396.0865,382.9357,388.82,400.7339,385.0359,382.6003,388.3911,384.2876,386.083,386.2912,396.432,388.0083,388.1127,386.7069,385.9597,386.5756,387.8802,388.2939,383.0306,388.2454,387.955,396.006,386.0346,392.0172,383.1428,381.8078,384.8152,392.3096,388.8848,391.1591,387.6944,393.6584,389.0382,392.7503,385.3507,387.8185,388.5112,385.712,383.7838,380.5677,391.0223,394.2733,383.7365,390.6117,392.215
677,564.068,2018,4,1,1,3,3,0,0,0,1,1,8,1,0,5,0,9,3,1,3,5,0,5,0,1,1,5,1,2,0,3,4,3,5,3,0,0,3,1,562.0336,592.136,593.6281,594.6276,587.4272,588.4835,9.064039,586.8062,578.2916,594.7704,592.54,582.9049,590.7142,580.7121,590.2598,591.3423,586.7248,588.6736,582.8398,580.2144,582.2059,590.7044,587.8453,590.1032,593.1877,562.5492,563.0512,558.3298,568.4039,573.2188,560.9011,569.1339,560.6405,556.6721,562.4841,573.0811,566.046,563.3841,564.0189,563.7984,566.204,557.3602,565.0459,559.746,557.4279,573.3979,559.8776,567.9492,566.3642,559.2806,563.155,568.4073,561.7478,562.6177,561.7217,569.1683,561.1018,564.6279,571.5684,564.8862,564.5751,558.6857,556.6328,568.0134,557.7633,576.7872,556.6996,563.6737,562.7068,573.8472,565.2873,564.5777,558.8451,557.5486,569.8647,561.3751,569.7194,558.0896,567.7333,568.9857,559.0165,564.3541,563.9329,567.0214,569.2506,562.8924,577.0768,564.0891,564.1602,554.5983,569.9496,553.3135,566.5489,567.1931,558.5203,567.1054,572.5487,557.7788,557.4279,569.2443
678,224.7969,2018,6,0,1,4,3,0,0,0,2,2,4,1,0,4,88,10,4,1,4,5,5,9,3,5,1,19,1,1,0,5,5,77,10,8,0,0,3,3,234.6412,236.7815,232.7569,233.1164,232.0732,232.8108,239.8108,230.7258,232.5595,233.5145,233.4625,232.2054,233.7207,231.2416,234.1354,3.409057,234.2061,235.3583,234.1308,235.0229,232.6431,234.9554,233.8556,223.8682,225.5147,224.5746,223.139,225.6168,224.9044,227.6313,225.1261,223.3635,225.336,224.1059,228.7899,224.948,224.0006,222.8087,224.1133,225.7138,227.5015,224.5819,224.0831,220.8814,223.6422,223.176,227.8426,227.1681,225.813,221.2841,222.8371,224.7179,226.0515,226.3677,225.0745,227.1698,222.7883,224.3965,230.1323,223.844,219.9226,222.8336,224.1151,225.1682,224.588,227.1466,225.3474,225.7748,225.5044,222.7842,224.8415,225.9236,226.7056,223.1156,225.0825,225.3322,226.5291,224.404,226.3764,222.9895,222.9298,221.836,226.2751,223.3972,226.1696,223.8111,227.9552,226.5647,225.8083,224.9487,224.9512,225.72,224.5382,221.5625,222.0698,227.8175,227.8552,222.0205,235.5588,236.5764
679,142.9225,2018,4,1,1,2,3,0,0,0,2,2,5,2,0,5,7,7,1,1,3,5,9,9,5,5,1,20,3,2,0,5,5,1,3,8,0,0,2,1,143.5755,144.7608,144.1701,142.0887,140.7204,144.4012,146.2565,141.4455,140.6606,143.9745,142.7683,142.1768,145.3058,140.8611,141.6466,143.012,144.2803,142.7528,142.4185,141.8807,140.7253,142.4386,142.8203,142.0619,141.6732,142.8535,145.1802,142.5975,144.3804,143.6651,141.9046,141.976,142.9912,143.2018,141.5745,144.7218,143.3192,144.2527,142.9363,143.1466,142.2284,154.5415,155.4702,154.1401,155.0383,152.0531,152.0577,158.1382,4.95289,153.313,152.4117,155.5886,153.6169,152.753,143.2379,146.9954,143.8346,138.908,146.8318,142.3078,142.1474,142.7764,142.854,142.769,143.5463,143.5622,141.9759,140.4392,142.1307,143.7563,144.6635,142.1155,141.7862,142.8115,144.4306,142.4483,142.9601,141.111,144.4429,142.3625,140.9829,142.6625,144.8689,143.341,143.777,144.0592,145.3336,142.9946,142.6207,140.8583,142.4518,141.1964,142.3567,144.3145,142.9954,142.4599,144.3194,143.4918,143.4646,141.7293
680,1373.068,2018,4,1,1,4,3,1,1,2,2,3,1,6,0,5,4,5,3,1,5,4,5,2,5,6,1,12,3,2,0,4,4,77,5,3,0,0,3,4,1382.594,1401.885,1384.93,1372.557,1394.806,1372.083,1371.241,1358.446,1344.344,1395.136,1367.714,1381.712,1383.953,1356.552,1393.624,1361.614,1372.057,1360.283,1371.636,1359.408,1378.593,1381.102,1386.552,1353.271,1356.665,1371.138,1366.854,1358.181,1353.369,1359.821,1408.478,1356.291,1357.003,1366.499,1414.439,1384.764,1359.832,1377.623,1359.278,1379.819,1373.644,1463.454,1484.309,1470.649,1497.189,1504.732,1482.573,1484.155,1495.8,1474.673,1500.123,47.73465,1472.747,1488.654,1372.575,1413.395,1381.023,1357.297,1389.275,1358.863,1392.945,1359.203,1368.42,1390.805,1339.677,1354.849,1401.116,1368.608,1386.181,1364.219,1372.799,1370.467,1369.365,1377.979,1372.534,1379.273,1362.041,1348.414,1375.61,1374.071,1365.247,1363.7,1354.422,1369.965,1391.255,1386.437,1380.724,1399.462,1367.247,1359.861,1381.452,1369.841,1379.975,1355.267,1364.376,1361.319,1382.976,1375.681,1392.138,1352.614
681,190.2927,2018,6,1,1,1,3,1,0,0,2,1,5,1,0,6,8,10,3,1,5,5,8,9,6,8,1,14,99,1,1,4,4,3,5,9,0,0,1,4,190.6549,192.318,189.5985,190.6469,190.1503,190.6622,191.1356,192.0734,189.1757,190.685,188.6427,190.9121,188.0096,188.9703,191.9355,189.1941,192.7205,191.0289,188.9991,190.0981,191.7794,188.9244,192.0185,189.6302,189.2156,190.4056,189.0445,189.8797,189.1724,188.9258,193.0986,192.2302,188.453,190.2969,190.2314,191.1145,189.3497,190.9588,189.2633,188.7091,190.7525,191.3585,189.8866,188.4781,189.0086,192.8949,189.8247,190.2559,192.1728,189.0033,190.5672,192.4077,189.871,191.3897,203.2232,205.524,202.0223,199.2306,204.1251,200.2012,203.3785,202.2215,203.6418,206.2763,198.1412,201.2192,206.4699,5.035617,206.014,202.296,187.8964,190.769,191.4997,188.962,191.0434,191.1218,189.8833,187.4376,192.4185,190.8871,190.3567,189.6921,191.1751,188.4662,189.6445,190.9774,190.9228,190.9276,190.6546,190.6384,191.9623,189.5896,188.4585,188.6338,189.9857,191.5271,191.3559,191.0478,190.7866,187.9698
682,985.6938,2018,5,1,1,1,3,1,1,2,1,2,3,1,0,5,5,7,2,1,2,4,6,7,3,7,0,19,1,1,0,4,5,5,6,3,0,0,2,4,987.5703,996.1849,982.098,987.529,984.9566,987.6082,990.0596,994.9183,979.9086,987.7263,977.1476,988.9023,973.8681,978.8438,994.2032,980.0032,998.2705,989.5079,978.9935,984.6859,993.3947,978.6064,994.6332,982.262,980.1145,986.2789,979.2286,983.5545,979.8914,978.6138,1000.228,995.7308,976.1653,985.7164,985.3769,989.9512,980.8095,989.145,980.3622,977.491,988.076,991.215,983.5906,976.2949,979.0422,999.1731,983.2695,985.5042,995.4326,979.0146,987.1155,996.6494,983.5098,991.3767,988.5411,999.7328,982.6995,969.1201,992.9285,973.8417,989.2963,983.6681,990.5774,1003.392,963.8204,978.7933,1004.333,970.5164,1002.117,984.0311,1026.176,1041.864,1045.854,1031.995,1043.363,1043.791,1037.027,1023.67,1050.873,1042.509,1039.612,1035.982,1044.083,1029.287,1035.723,21.53381,1042.704,1042.73,1041.24,987.4849,994.3425,982.0521,976.1934,977.1011,984.1044,992.0884,991.2018,989.6054,988.2527,973.6617
683,90.30967,2018,5,1,1,2,3,1,0,0,1,2,7,6,1,5,8,9,3,1,3,5,2,7,7,3,0,9,2,1,0,5,5,5,3,5,0,0,1,1,91.84032,91.25048,90.13773,90.92656,88.92019,91.34804,91.60629,88.74716,90.31242,89.18147,90.049,89.00362,91.77065,89.68637,89.90814,90.85674,92.03795,89.99287,89.50559,89.76873,89.02735,89.93073,89.08505,91.35098,90.91323,90.72729,90.80721,89.37328,90.58774,93.11055,89.77977,87.88981,90.87589,89.969,88.41184,92.48615,91.44717,89.22971,89.27766,90.5934,90.79259,90.64522,91.66321,90.99072,91.40553,88.20032,89.6129,89.7149,90.90671,90.21249,89.91109,90.02928,89.32862,89.54,89.85941,92.26689,90.8604,89.682,92.18331,91.35571,90.87617,89.40166,91.11887,89.37815,89.70881,90.38524,89.52524,91.30789,89.75167,90.93251,92.64671,94.84504,96.631,94.67559,96.42198,95.79408,1.973029,93.70255,96.34815,96.08545,94.45454,94.7373,95.68806,94.25397,95.45223,96.0423,95.14753,95.14108,94.46729,90.34804,90.70679,89.49506,89.8298,90.75388,88.75146,90.21543,93.47733,89.87094,89.0728,90.28647
684,409.6727,2018,1,0,1,4,3,0,0,0,77,1,6,4,0,5,5,5,4,1,3,4,7,10,8,8,0,14,2,2,4,3,3,3,0,8,1,0,4,3,423.0293,424.1621,410.5471,402.6463,408.233,411.4789,410.8958,398.3261,402.9021,437.3456,13.01352,439.6649,447.2694,429.4526,456.2316,435.5912,434.7832,438.5779,447.4068,444.2391,432.0809,441.0213,446.1168,415.706,409.0771,412.9406,398.3304,410.3702,403.7258,409.5688,422.2445,407.7241,417.4719,410.8806,404.1545,408.5077,407.2031,411.7304,408.4971,414.1669,407.0973,410.0296,410.4393,406.0586,407.6234,406.7481,419.5239,405.7922,411.6776,408.604,407.222,415.9958,414.2019,407.0302,396.2738,428.944,409.2678,408.5367,409.2643,400.0361,417.9361,419.7338,400.9685,404.0243,408.7325,402.5967,417.7202,402.8582,417.3185,409.8484,415.7395,408.5997,413.3214,403.4164,408.7373,407.5139,414.7547,407.3474,409.0338,410.2435,405.5777,414.1205,401.6483,408.2382,422.2899,404.0974,402.4926,413.5834,410.6411,406.4528,416.805,404.5309,404.3058,411.5067,411.3023,404.4578,404.3213,408.3577,408.4469,409.8292
685,372.8812,2018,6,0,1,1,3,0,0,0,1,1,8,1,1,8,8,5,4,1,4,5,8,9,6,9,1,7,4,1,0,5,5,4,5,4,0,1,2,1,374.3182,378.6189,374.3173,374.9556,365.3308,377.6805,374.026,367.9514,370.1912,375.2343,370.9891,378.0533,372.7238,369.1691,372.821,378.5091,371.7641,368.0824,368.9987,375.6104,370.4386,374.0063,370.0774,421.1914,421.399,420.5598,419.4276,425.3402,424.2851,427.8226,22.56368,368.1544,367.109,374.1837,372.8622,373.786,376.9219,373.7901,370.6393,379.7693,371.9193,366.8822,372.4734,373.3694,373.6682,370.7664,376.8794,370.6408,377.0466,370.5031,370.3569,383.1534,370.1049,375.9109,368.1334,377.8818,373.4592,367.7289,381.1501,370.3839,373.3623,372.9623,369.2296,373.2513,378.2955,372.4362,371.6526,368.7,367.0944,376.9674,373.7192,371.3782,373.3577,371.244,372.8195,371.9387,374.637,371.049,376.7418,370.0848,368.1948,372.3427,372.9775,373.276,375.6858,375.3515,377.2737,371.5909,368.9445,376.1741,371.043,378.5584,367.685,376.2552,375.277,371.101,376.6911,370.3887,369.9968,369.7565
686,264.3091,2018,6,0,1,3,3,0,0,0,1,2,2,6,0,7,8,9,4,1,3,5,9,10,6,6,1,20,2,1,0,4,5,4,6,8,0,0,1,1,266.3959,267.8752,262.8271,266.4379,260.7665,266.8106,267.2186,263.5379,261.899,261.7237,262.9405,262.2735,266.0818,263.7086,267.5046,265.0216,262.4084,264.148,263.0454,265.9655,259.5724,265.0857,262.7914,264.4289,266.8285,262.9193,264.5826,260.5936,265.1247,272.0491,265.486,290.6069,288.6336,12.41108,292.8493,295.3115,293.0783,292.8158,291.2679,292.8505,290.62,260.7136,266.148,261.3362,264.4224,262.8705,259.9709,263.2912,269.4642,263.5653,259.0849,277.345,259.6016,264.3896,262.1877,267.3812,263.1973,263.4596,267.4,263.6786,264.5529,260.7709,258.9929,268.3618,266.1776,266.2672,262.459,264.1424,259.7544,268.6142,263.8468,265.8632,264.2773,262.1175,268.506,260.8866,267.0459,263.2044,264.9146,266.4557,263.7394,263.813,261.3945,265.7892,264.2548,263.358,266.6902,264.1231,263.867,264.4092,265.9751,261.272,264.5043,266.8116,261.9506,267.5245,270.677,262.4984,260.5215,261.6987
687,136.7153,2018,5,0,1,2,3,1,0,0,1,3,7,5,0,10,8,10,2,1,3,3,10,9,10,9,1,8,2,2,1,4,5,5,6,3,0,1,2,1,138.6311,139.005,135.4719,138.5758,134.3378,138.439,139.6811,136.3687,134.3564,136.5692,138.1875,134.0155,138.3308,136.4734,136.8081,138.952,135.5426,135.7114,135.7623,136.8625,133.022,135.31,137.094,135.3177,138.4432,137.9073,136.9119,137.1773,136.4083,139.1295,136.0056,133.0228,137.3999,137.4188,133.518,137.278,140.0461,136.2103,136.4536,137.8911,135.4004,149.5965,146.2564,145.6364,145.5336,144.1258,143.8292,147.8863,148.4389,146.4044,142.6179,153.6237,142.318,147.7109,3.931165,149.4366,135.2864,137.6321,136.2469,135.1496,136.3892,134.9179,134.4604,138.5362,137.5362,136.7365,138.3242,136.8981,135.4847,136.605,135.6373,135.9507,136.5163,139.6814,138.5576,135.4477,137.8772,135.759,135.8944,136.9761,136.8526,137.2673,136.0585,137.95,136.3198,136.5051,135.4411,136.2423,137.6321,137.1983,135.199,136.2847,134.7723,137.4736,138.6642,136.8956,139.2766,134.6319,137.4805,134.72
