id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk
516,3188.895,2018,2,1,4,1,1,0,0,0,3,1,4,2,0,6,7,7,3,1,3,5,6,10,6,6,0,12,2,2,2,5,5,5,8,9,0,0,1,1
517,2484.121,2018,1,0,4,1,1,1,1,2,3,1,9,1,1,5,7,10,3,4,5,3,2,10,5,6,0,0,4,2,4,2,5,3,0,3,0,0,3,4
518,5603.625,2018,4,0,4,1,1,1,0,0,1,3,2,1,0,6,10,7,3,1,3,5,6,9,5,3,0,13,2,1,3,4,5,5,1,3,0,0,1,3
519,5603.625,2018,1,0,4,1,1,0,0,0,3,1,10,1,0,4,9,10,3,2,4,3,5,5,0,0,1,5,1,1,4,5,5,5,2,5,0,1,2,3
520,17894.5,2018,2,1,4,1,1,1,1,3,3,3,10,3,0,5,10,7,4,1,5,5,6,7,3,2,1,16,2,1,2,4,5,5,5,8,0,0,2,2
521,2533.995,2018,4,1,4,2,1,1,1,1,3,3,2,4,0,3,8,8,5,1,4,4,6,9,7,5,0,17,1,1,1,4,4,4,7,4,1,1,1,2
522,4540.907,2018,4,0,4,3,1,0,0,0,3,2,4,2,0,4,8,9,4,1,4,5,8,9,4,5,1,17,2,1,1,4,5,5,4,9,0,0,2,2
523,3291.399,2018,5,0,4,4,1,0,0,0,1,3,10,1,0,10,8,10,2,3,5,4,5,8,3,0,1,17,2,1,0,4,4,4,7,5,1,0,2,2
524,1511.59,2018,3,0,4,4,1,0,0,0,2,1,2,6,0,8,7,5,4,1,4,4,8,6,5,6,0,11,1,1,0,5,5,4,5,3,0,1,3,2
525,12048.75,2018,2,0,4,2,1,0,1,1,3,1,10,5,0,0,5,7,4,1,2,4,2,8,6,5,0,0,99,1,2,5,5,5,3,9,0,0,2,2
526,1612.295,2018,1,1,4,1,1,1,1,1,3,3,9,1,0,5,9,9,4,2,5,5,2,8,2,2,0,15,2,2,4,3,4,3,5,4,1,1,2,2
527,5501.636,2018,2,1,4,1,1,1,1,2,3,3,9,3,0,8,7,10,4,2,5,5,8,8,5,5,0,14,2,1,2,5,5,5,5,5,1,0,2,4
528,6245.736,2018,6,1,4,1,1,0,0,0,1,1,7,1,0,6,5,5,2,1,2,4,1,7,4,6,1,4,3,3,0,4,5,4,2,3,0,0,4,2
529,16587.88,2018,6,0,4,2,1,1,0,0,3,2,7,6,0,5,9,5,1,1,3,4,3,10,4,4,1,12,4,2,1,3,5,5,4,2,0,0,1,2
530,2131.561,2018,2,1,4,3,1,1,1,1,1,2,7,1,0,7,10,8,5,1,3,5,7,8,5,5,1,19,1,1,0,5,5,5,8,3,0,0,1,1
531,3717.179,2018,1,0,4,2,1,1,0,0,3,2,7,2,0,8,5,7,3,1,3,5,8,10,6,6,1,15,99,2,3,5,5,4,8,4,0,0,3,1
532,11598.25,2018,5,1,4,3,1,0,0,0,3,1,6,1,0,4,8,8,4,2,2,3,6,5,8,4,0,14,2,2,1,2,5,4,3,2,0,0,1,2
533,7159.373,2018,3,1,4,4,1,0,1,3,1,2,2,1,0,9,7,7,3,3,5,5,8,9,6,7,1,11,2,1,0,5,5,5,8,1,0,0,2,2
534,11343.56,2018,2,0,4,4,1,0,0,0,2,2,6,6,0,9,6,7,5,1,4,5,6,7,6,6,1,14,2,1,0,5,4,5,4,1,0,1,1,2
535,4958.636,2018,6,0,4,2,1,0,0,0,2,1,10,6,0,8,8,8,3,1,5,5,8,9,6,5,1,20,1,1,0,5,5,4,9,3,0,0,2,2
536,19255.25,2018,4,1,4,2,1,1,0,0,1,1,10,6,0,8,7,7,4,1,4,3,5,4,1,4,0,10,1,1,0,5,5,1,0,8,0,0,1,2
537,11145.01,2018,6,1,4,2,1,1,0,0,2,1,7,1,0,7,9,10,3,1,2,4,7,8,6,5,1,20,1,1,0,5,5,5,10,8,0,0,1,2
538,10132.42,2018,6,0,4,1,1,0,0,0,2,1,4,2,0,5,4,4,1,1,2,4,8,9,2,3,1,19,1,1,0,5,4,1,9,8,0,0,2,1
539,7058.818,2018,4,1,4,2,1,1,0,0,1,3,8,1,0,7,8,9,3,1,5,4,8,6,3,5,0,20,1,2,1,5,5,4,0,8,0,0,1,2
540,13960.11,2018,6,1,4,3,1,0,1,2,1,3,3,6,0,8,9,8,4,1,3,4,5,8,7,8,1,14,3,1,0,4,3,3,7,8,0,0,3,3
541,8289.541,2018,6,0,4,1,1,1,0,0,2,2,8,1,0,8,9,8,4,1,4,5,8,6,7,6,1,20,2,1,0,4,4,5,8,2,0,0,1,2
542,7115.852,2018,6,0,4,1,1,0,0,0,2,1,4,1,0,10,8,7,4,2,2,5,8,8,2,5,1,16,1,1,0,4,5,1,7,4,0,0,2,2
543,10274.55,2018,5,1,4,4,1,1,0,0,2,3,4,1,0,10,8,8,1,1,1,3,7,7,2,3,1,20,2,1,0,4,4,1,7,4,0,0,1,3
544,5952.263,2018,3,1,4,4,1,0,0,0,1,3,9,1,0,4,7,8,3,1,2,4,6,8,4,7,1,17,4,2,1,4,4,5,3,3,0,1,2,1
545,2033.833,2018,4,1,4,2,1,1,0,0,1,3,1,2,0,8,8,7,4,1,4,5,7,9,6,6,1,18,1,1,0,4,5,5,8,5,0,0,1,1
546,1629.689,2018,3,0,4,2,1,0,0,0,3,1,4,1,0,7,7,7,2,1,3,4,6,8,4,5,1,13,1,2,3,4,5,1,8,4,0,0,3,3
547,1993.753,2018,1,0,4,1,1,0,0,0,3,2,5,5,0,3,6,8,4,1,3,5,9,9,7,7,99,15,1,1,0,4,4,5,2,8,0,0,2,1
548,8350.045,2018,5,1,4,3,1,0,0,0,2,3,1,2,0,7,7,8,4,1,4,4,5,7,5,6,1,14,2,1,0,5,5,4,6,3,0,0,1,2
549,3874.671,2018,2,1,4,4,1,1,0,0,3,2,8,4,0,4,5,3,4,1,4,3,8,7,6,7,0,3,1,1,1,4,4,4,0,9,0,1,3,3
550,14664.76,2018,4,0,4,1,1,0,0,0,3,3,9,1,1,7,5,8,3,2,4,4,4,8,5,7,1,5,1,1,0,4,4,4,10,8,0,0,1,2
551,6364.592,2018,1,1,4,1,1,0,0,0,3,2,9,2,0,1,8,6,4,2,5,3,6,3,0,1,1,7,2,2,1,4,4,4,7,5,1,1,1,3
552,3912.951,2018,3,1,4,4,1,1,1,1,3,3,4,4,0,5,7,7,3,1,3,4,7,7,5,7,0,16,1,1,3,3,4,4,4,8,0,0,2,3
553,6547.482,2018,3,0,4,4,1,1,0,0,1,2,9,6,1,6,8,8,1,1,4,5,7,10,3,10,1,11,99,1,1,2,4,4,5,9,0,0,2,2
554,5899.223,2018,5,1,4,1,1,1,0,0,3,1,9,1,0,2,10,10,4,1,5,3,5,0,0,0,0,15,3,2,0,5,5,5,5,2,1,0,1,5
555,8746.339,2018,6,0,4,3,1,0,0,0,2,1,3,2,0,6,9,8,4,1,4,4,5,9,4,5,1,16,1,1,0,4,4,4,10,3,0,0,2,1
556,16109.9,2018,5,1,4,2,1,0,0,0,2,1,1,1,0,10,10,10,3,1,3,5,7,10,5,5,1,12,1,2,0,5,5,3,5,8,0,0,1,2
557,8393.329,2018,4,0,4,1,1,1,1,2,3,2,4,1,0,5,5,5,4,1,1,3,4,7,2,1,1,10,1,1,0,4,4,2,3,3,0,0,3,5
558,3959.174,2018,6,0,4,1,1,0,0,0,3,1,8,6,1,8,10,10,3,3,4,5,7,8,4,8,1,11,3,1,0,5,5,5,7,3,0,0,1,1
559,2802.72,2018,3,1,4,1,1,1,1,1,2,2,2,5,0,2,10,10,3,1,4,4,8,6,8,6,0,16,2,2,2,4,4,4,5,4,0,1,1,1
560,2802.72,2018,2,0,4,1,1,0,0,0,1,3,5,1,0,5,7,10,3,3,5,4,8,6,2,5,1,10,1,2,0,3,4,4,2,4,1,1,3,3
561,6322.797,2018,5,0,4,2,1,1,0,0,1,3,1,1,0,2,7,8,3,1,4,5,5,6,5,5,1,16,2,1,1,5,5,5,4,9,0,0,2,2
562,12677.73,2018,4,0,4,1,1,0,1,1,3,1,7,1,0,6,5,6,2,1,2,4,2,9,2,3,1,7,99,1,3,4,4,4,8,4,0,0,2,2
563,19957.04,2018,5,1,4,2,1,1,0,0,3,2,8,6,1,7,8,9,3,1,4,5,9,10,4,10,1,15,3,1,2,5,5,5,9,4,0,0,3,1
564,5713.297,2018,4,0,4,4,1,0,0,0,1,2,9,2,0,5,7,8,2,1,5,4,6,8,3,3,1,9,1,1,0,4,5,2,5,3,0,1,2,2
565,11522.94,2018,2,1,4,2,1,1,1,2,3,2,5,1,1,6,10,8,4,3,4,5,5,0,5,3,1,13,4,3,4,4,4,1,4,1,0,1,1,2
566,9754.286,2018,6,0,4,1,1,1,0,0,1,1,5,2,0,6,8,9,4,1,2,5,7,8,5,5,1,15,1,1,0,5,5,5,1,8,0,0,1,1
567,7699.927,2018,1,0,4,1,1,0,0,0,3,1,10,2,0,9,7,8,4,2,4,4,5,7,4,3,99,4,3,2,0,5,5,4,5,3,0,0,1,3
568,8405.247,2018,5,1,4,1,1,1,0,0,2,2,10,1,0,7,7,8,4,2,3,5,6,9,0,1,1,15,2,1,0,5,5,2,6,4,0,0,3,1
569,3274.704,2018,6,0,4,1,1,1,0,0,1,3,7,1,0,5,10,10,4,1,3,5,7,8,4,6,1,18,1,1,0,5,5,5,9,8,0,0,1,1
570,7564.723,2018,6,0,4,1,1,0,0,0,2,3,4,1,1,9,4,2,2,1,4,4,8,9,2,7,1,20,1,1,0,1,2,1,1,3,0,0,2,2
571,3480.732,2018,4,0,4,4,1,1,0,0,2,3,4,6,0,7,9,9,4,1,3,5,7,8,4,7,1,20,2,1,2,5,5,5,7,9,0,1,2,2
572,11883.99,2018,4,0,4,2,1,0,1,3,3,1,5,1,0,9,9,7,4,1,4,5,5,7,4,7,1,14,1,1,1,5,5,1,7,8,1,0,1,1
573,19883.52,2018,6,0,4,1,1,0,0,0,2,1,9,1,0,6,10,10,3,1,4,4,9,5,6,8,1,12,2,1,0,4,4,4,8,2,0,0,1,2
574,5821.113,2018,6,1,4,1,1,0,0,0,2,1,10,2,0,8,10,10,5,1,1,4,7,9,3,5,1,9,1,1,2,3,4,4,7,9,0,0,1,4
575,4154.524,2018,3,1,4,2,1,1,1,1,1,3,2,1,0,5,9,8,4,2,5,5,6,8,1,3,1,15,1,1,0,5,5,5,6,3,0,0,1,1
576,5632.548,2018,6,0,4,3,1,0,0,0,2,1,7,6,0,7,7,8,3,1,2,5,7,8,3,4,1,15,1,1,0,4,4,4,8,3,0,0,1,2
577,7462.986,2018,6,1,4,1,1,1,0,0,2,1,5,1,0,8,9,8,2,1,3,4,8,8,7,7,1,16,2,1,1,5,5,5,8,8,0,0,1,2
578,4993.73,2018,6,0,4,4,1,1,0,0,1,3,7,1,0,5,6,9,4,1,5,5,7,8,8,8,1,16,1,1,0,4,4,2,7,3,0,1,1,1
579,5871.886,2018,6,0,4,1,1,0,0,0,3,1,10,1,1,9,10,10,2,1,2,3,6,10,10,8,1,11,1,2,1,4,5,4,8,3,0,0,1,2
580,5579.802,2018,3,0,4,4,1,1,1,2,1,2,7,6,0,6,8,8,4,1,4,5,6,7,6,7,1,14,1,1,0,4,4,5,0,4,0,0,1,1
581,7686.255,2018,6,1,4,1,1,0,0,0,2,2,10,2,0,10,10,10,4,1,1,3,8,7,0,0,1,20,1,1,0,5,5,1,10,8,0,0,1,2
582,3222.019,2018,2,0,4,4,1,1,0,0,3,3,6,5,0,6,9,8,4,1,4,4,7,9,6,8,0,16,99,2,1,5,5,5,3,9,0,1,1,2
583,5512.89,2018,6,1,4,2,1,1,0,0,1,2,6,1,0,7,10,10,5,2,4,5,5,9,6,7,1,20,2,1,1,5,5,5,5,3,0,0,1,2
584,10804.92,2018,4,0,4,4,1,1,1,2,1,3,8,1,0,7,6,7,3,1,3,5,7,8,5,8,1,16,2,1,0,4,5,4,3,8,1,0,2,2
585,5352.29,2018,6,0,4,1,1,1,0,0,1,3,9,1,0,10,9,10,4,1,5,4,8,9,7,8,1,18,2,1,0,5,5,4,0,3,0,0,1,2
586,21993.29,2018,5,1,4,1,1,0,0,0,3,1,3,1,0,5,8,8,3,1,2,4,8,9,3,5,1,19,3,2,1,4,4,5,2,3,0,0,1,2
587,6396.066,2018,6,1,4,1,1,1,0,0,1,1,10,1,0,5,7,7,4,2,3,4,8,7,4,6,1,14,1,1,0,4,4,3,6,2,0,0,1,2
588,4931.185,2018,5,0,4,4,1,0,0,0,1,2,1,1,0,4,6,7,4,1,5,5,8,8,7,7,1,6,2,2,1,5,5,5,10,8,0,0,2,3
589,6554.406,2018,6,0,4,1,1,0,0,0,2,1,6,1,0,8,8,8,2,1,4,5,8,8,6,7,1,15,2,1,0,5,5,5,5,5,0,0,2,2
590,3226.909,2018,6,0,4,3,1,1,0,0,2,2,3,6,0,9,10,10,3,1,4,4,5,8,7,7,1,17,1,1,0,5,5,5,4,8,0,0,1,2
591,10628.81,2018,5,0,4,1,1,0,0,0,3,1,5,1,0,5,5,7,5,1,3,5,8,10,3,3,1,5,1,1,0,5,5,1,1,8,0,0,2,2
592,6291.237,2018,3,1,4,4,1,1,1,2,3,2,6,5,0,6,6,7,4,1,3,5,8,10,7,9,1,8,4,3,2,1,5,5,8,8,0,0,1,1
593,2085.648,2018,6,1,4,4,1,1,0,0,2,3,1,6,0,8,10,10,4,1,1,5,8,10,0,2,1,19,1,2,0,5,5,4,6,3,0,0,1,1
594,2265.099,2018,6,1,4,2,1,0,0,0,2,2,4,1,0,10,9,8,4,1,1,5,4,8,4,2,1,20,1,1,0,5,4,5,1,3,0,0,1,2
595,6102.019,2018,4,1,4,4,1,1,0,0,1,2,7,6,0,7,8,9,3,2,3,4,5,8,6,6,1,18,2,1,0,4,4,4,7,4,1,0,1,2
596,15005.44,2018,4,1,4,1,1,1,0,0,3,2,1,1,0,6,8,8,5,2,3,5,7,7,6,7,0,20,3,2,0,4,5,5,5,3,0,0,1,2
597,8553.338,2018,2,1,4,1,1,1,0,0,1,2,8,6,0,4,7,8,3,1,2,5,6,10,6,7,0,14,3,1,4,5,5,5,7,9,0,1,1,2
598,6830.843,2018,1,0,4,1,1,0,0,0,1,3,7,1,0,4,8,9,5,1,5,5,9,10,7,10,99,18,1,1,1,5,5,5,4,1,0,0,1,1
599,6839.091,2018,3,1,4,3,1,1,0,0,1,3,5,1,0,5,8,10,3,1,3,4,7,9,5,7,1,18,1,2,0,5,5,3,7,3,0,0,1,2
600,8457.187,2018,4,0,4,3,1,1,1,1,1,3,3,2,0,4,7,7,2,1,3,5,8,8,6,6,1,11,2,2,0,5,5,3,5,3,0,0,1,1
601,3355.719,2018,6,1,4,1,1,0,0,0,3,1,8,1,0,7,7,10,5,4,4,4,6,9,7,5,1,8,1,1,0,5,5,5,10,8,0,0,3,2
602,5437.979,2018,5,0,4,4,1,1,0,0,1,3,3,2,0,8,7,10,4,1,4,5,5,9,6,7,1,16,1,1,0,5,4,5,7,3,0,1,1,2
603,5725.02,2018,4,0,4,1,1,1,0,0,2,2,7,1,0,5,9,8,5,1,3,5,8,7,5,8,1,12,1,1,0,5,5,5,5,3,0,0,1,1
604,5551.534,2018,3,1,4,2,1,1,1,3,3,2,8,1,0,5,10,10,4,2,5,5,6,8,7,7,1,9,2,2,0,4,4,4,4,4,1,0,1,3
605,14783.53,2018,6,1,4,2,1,1,0,0,2,1,3,2,0,8,8,8,4,1,2,4,5,3,2,2,1,18,1,1,1,4,4,4,8,3,0,0,1,2
606,8208.904,2018,3,1,4,4,1,1,1,2,2,3,2,6,0,7,8,7,4,1,2,4,4,6,5,5,1,17,1,1,0,4,4,4,7,3,0,0,1,3
607,6215.988,2018,4,1,4,2,1,0,0,0,1,3,5,2,0,7,7,8,4,1,3,4,7,9,0,6,1,19,2,1,0,5,4,4,7,3,0,0,1,1
608,4349.893,2018,1,0,4,1,1,0,0,0,3,1,9,1,0,9,7,9,3,1,2,4,9,9,9,6,99,13,4,2,0,4,4,4,10,5,0,0,1,1
609,2741.002,2018,6,0,4,4,1,1,0,0,2,2,2,1,0,10,8,9,4,2,4,5,8,9,7,6,1,15,2,1,1,3,4,1,8,9,0,0,1,1
610,8762.069,2018,1,1,4,1,1,0,0,0,3,1,10,1,0,5,3,7,5,1,4,5,7,9,7,10,99,15,1,2,0,5,4,4,6,1,1,0,1,3
611,4095.062,2018,5,1,4,2,1,1,0,0,1,3,6,1,0,8,8,9,3,1,3,5,6,9,7,6,1,20,1,1,0,4,4,3,9,8,0,0,1,2
612,5419.143,2018,6,1,4,2,1,0,0,0,2,1,7,6,0,7,8,10,4,1,2,4,8,10,7,6,1,16,2,1,0,5,5,5,10,3,0,0,1,1
613,2799.894,2018,2,0,4,4,1,1,1,1,2,3,4,5,0,4,10,10,4,1,4,4,6,7,8,5,1,14,1,1,0,5,5,5,7,3,0,0,1,2
614,3328.574,2018,2,0,4,1,1,1,1,1,1,2,9,1,0,9,10,10,5,2,4,4,6,7,3,6,1,17,99,1,2,4,5,3,2,9,1,0,2,2
615,9417.809,2018,3,1,4,3,1,1,1,1,3,1,7,1,0,5,8,7,5,1,3,4,8,10,5,6,1,18,1,1,3,3,5,5,3,9,0,0,1,1
616,2242.285,2018,5,1,4,3,1,0,0,0,2,3,6,1,0,8,10,10,5,2,5,5,7,10,6,5,1,18,1,2,0,5,5,1,10,3,0,0,1,1
617,3572.866,2018,1,0,4,1,1,0,0,0,3,3,9,2,0,5,6,9,3,2,4,4,6,8,7,6,99,15,2,2,1,4,4,4,5,3,0,0,1,2
618,3779.673,2018,4,1,4,1,1,1,0,0,1,2,8,6,0,4,4,5,3,1,4,5,2,3,0,0,1,12,2,1,2,4,5,4,3,9,0,1,3,1
619,2413.52,2018,6,0,4,2,1,0,0,0,1,1,7,6,0,5,7,7,4,1,3,5,8,10,6,6,1,15,2,2,0,5,5,5,5,3,0,0,2,1
620,1233.887,2018,2,1,4,1,1,0,0,0,1,2,6,1,0,5,8,9,3,1,3,5,7,9,7,7,1,18,3,3,2,5,5,5,5,3,0,0,1,2
621,5769.563,2018,5,1,4,2,1,1,0,0,2,3,2,1,0,8,9,9,4,1,2,4,7,7,4,5,1,20,2,1,0,5,5,4,2,8,0,0,1,1
622,2909.16,2018,2,0,4,4,1,1,0,0,1,3,3,6,0,3,8,8,3,1,5,3,8,9,8,7,1,16,99,1,2,4,5,5,6,9,1,1,1,1
623,1409.428,2018,4,1,4,3,1,1,0,0,2,3,5,6,0,10,9,8,4,1,3,4,7,8,5,5,1,19,1,2,0,3,4,2,5,3,0,0,1,1
624,4473.962,2018,3,1,4,3,1,1,1,1,1,3,5,6,0,5,8,8,3,1,4,4,8,7,6,5,1,20,1,1,0,5,4,5,9,2,0,0,1,3
625,2842.421,2018,6,1,4,2,1,1,0,0,2,2,9,2,1,10,10,10,5,3,4,4,8,10,5,8,1,20,1,1,0,5,5,1,10,8,0,0,1,1
626,4597.662,2018,4,0,4,2,1,1,1,2,1,2,5,6,0,7,9,8,3,1,3,3,8,10,9,10,1,16,2,1,1,4,4,4,7,8,0,0,1,1
627,2502.686,2018,4,0,4,1,1,0,0,0,3,1,8,1,0,8,5,3,1,2,3,5,4,9,3,5,1,3,4,1,1,4,4,4,2,1,1,1,5,1
628,9600.874,2018,2,0,4,1,1,1,0,0,3,2,7,1,1,6,4,5,1,1,3,3,5,7,4,5,0,11,1,1,3,4,4,3,3,3,0,1,4,3
629,3969.759,2018,2,1,4,4,1,1,1,1,1,3,8,5,0,9,10,10,4,1,2,5,6,7,5,5,1,14,1,2,1,5,4,4,4,3,0,1,3,1
630,7574.547,2018,6,1,4,2,1,1,0,0,2,1,6,1,0,5,8,7,3,1,4,4,6,6,5,3,1,16,1,1,0,4,4,4,3,3,0,0,1,4
631,4331.652,2018,6,0,4,2,1,0,0,0,2,3,10,1,0,10,8,10,4,1,4,5,7,8,3,3,1,19,1,1,0,4,5,5,5,3,0,0,1,1
632,3491.362,2018,3,0,4,3,1,1,1,2,3,2,6,1,0,2,10,9,3,1,2,4,5,7,5,5,0,11,4,1,1,5,5,2,4,4,0,0,1,1
633,4116.556,2018,4,1,4,4,1,0,0,0,1,3,6,2,1,10,7,7,3,1,2,3,8,7,3,3,1,19,1,1,1,5,5,4,0,9,0,0,1,3
634,7926.789,2018,2,0,4,1,1,1,1,2,3,2,7,1,0,8,9,9,5,1,3,3,7,10,3,4,0,9,2,2,4,3,5,1,7,3,0,1,3,2
635,4617.834,2018,3,0,4,4,1,1,1,3,3,2,7,1,1,2,3,6,3,2,5,4,7,8,9,5,1,0,3,1,1,3,4,1,6,5,0,1,3,3
636,4546.467,2018,2,0,4,2,1,1,1,1,3,2,8,4,0,8,8,8,4,1,4,2,8,10,10,6,0,18,2,3,4,2,5,1,6,9,0,1,3,4
637,15766.04,2018,5,1,4,3,1,1,0,0,3,3,6,6,0,5,8,8,4,1,5,5,8,9,5,7,1,17,1,1,1,4,5,5,6,3,0,0,1,2
638,4973.434,2018,6,0,4,4,1,0,0,0,2,1,3,1,0,5,8,8,4,1,4,5,5,7,6,5,1,15,1,1,0,4,5,4,8,3,0,0,1,2
639,7052.402,2018,6,0,4,1,1,0,0,0,3,1,9,2,1,8,10,9,2,1,4,5,6,8,8,7,0,18,1,1,0,4,4,4,9,3,0,0,3,2
640,6554.268,2018,6,0,4,1,1,0,0,0,1,1,4,2,0,7,8,8,3,1,5,5,6,8,7,6,1,9,3,1,0,3,5,5,7,3,0,0,2,3
641,1421.475,2018,2,1,4,4,1,0,0,0,3,3,7,2,0,5,8,10,3,1,4,5,8,7,6,5,1,13,4,2,3,5,5,5,0,3,0,0,1,2
642,3975.247,2018,3,1,4,1,1,0,0,0,1,3,3,5,0,3,8,8,5,1,3,5,9,8,7,7,0,20,1,1,0,5,5,4,3,8,0,0,2,3
643,4215.864,2018,2,0,4,2,1,1,1,2,1,2,8,1,0,8,7,8,3,1,3,5,7,9,4,8,1,12,99,1,4,5,5,4,6,9,0,0,2,2
644,2989.395,2018,6,1,4,4,1,1,0,0,2,3,3,1,0,10,8,7,4,1,4,5,8,8,5,7,1,19,2,1,0,4,5,4,7,3,0,0,1,3
645,134.3099,2018,5,1,1,3,2,1,0,0,1,3,5,1,0,8,7,8,3,2,4,5,6,7,4,4,1,17,2,2,0,3,5,4,7,3,0,0,1,1
646,223.3826,2018,3,1,1,2,2,1,0,0,3,2,8,1,0,9,8,8,3,4,5,5,9,9,6,5,1,9,2,2,1,5,4,5,9,2,0,0,1,1
647,275.1071,2018,2,0,1,4,2,0,0,0,1,2,3,6,0,7,7,9,4,1,3,4,8,9,8,7,1,16,2,1,2,4,5,5,2,8,0,0,2,1
648,62.63198,2018,3,0,1,3,2,1,1,3,3,2,9,2,0,4,7,9,3,2,5,4,3,3,0,1,1,4,2,1,4,5,5,4,1,3,1,1,4,5
649,71.09695,2018,5,1,1,2,2,1,0,0,2,3,1,1,1,10,9,10,4,1,4,5,8,10,1,2,1,19,1,1,0,5,5,4,9,8,0,0,1,1
650,47.32645,2018,6,1,1,2,2,1,0,0,2,1,8,6,0,9,8,7,2,1,1,4,9,5,1,3,1,19,1,1,0,4,4,4,9,8,0,0,1,4
651,76.14532,2018,6,0,1,3,2,0,0,0,1,1,6,1,1,3,7,8,2,1,5,5,3,7,4,4,1,6,2,1,0,5,5,5,8,3,0,0,1,1
652,79.03052,2018,5,0,1,4,2,1,0,0,1,3,7,1,0,6,7,9,4,1,5,5,7,8,5,8,1,18,2,1,2,5,5,4,3,9,0,0,1,1
653,36.95128,2018,1,0,1,1,2,0,0,0,1,1,9,2,0,2,6,7,2,2,3,5,8,10,6,6,99,5,1,2,0,1,5,2,10,8,0,0,3,4
654,82.62193,2018,4,0,1,4,2,0,0,0,3,1,7,2,0,3,2,6,2,1,5,4,9,6,4,3,1,7,4,2,1,4,5,4,7,3,1,1,5,5
655,112.336,2018,2,0,2,3,2,0,0,0,3,3,6,4,0,6,8,10,4,1,3,5,9,10,10,6,0,14,99,2,1,5,5,5,6,9,0,0,2,3
656,55.55608,2018,3,0,2,3,2,1,1,2,3,3,6,5,0,7,9,7,4,1,3,5,7,8,4,8,1,19,1,1,2,5,5,5,2,4,1,0,1,1
657,40.49621,2018,6,0,2,2,2,1,0,0,2,1,6,1,0,2,10,7,3,3,5,5,8,8,3,8,1,18,2,2,0,4,5,2,10,3,0,0,1,1
658,56.69716,2018,6,0,3,2,2,1,0,0,2,2,6,6,0,10,9,10,3,1,2,5,6,9,0,1,1,17,1,1,0,1,5,1,2,8,0,0,1,1
659,80.88434,2018,6,0,3,4,2,0,0,0,2,1,7,1,0,8,10,10,5,1,3,4,8,10,1,5,1,16,1,1,0,5,5,5,8,8,0,1,2,1
660,36.26963,2018,6,0,3,1,2,0,0,0,2,1,8,2,0,6,7,8,4,1,4,5,6,10,4,4,1,14,1,1,0,5,5,5,8,8,0,0,1,1
661,846.614,2018,3,0,4,4,2,1,1,1,1,3,6,2,0,5,8,8,4,1,4,4,7,8,5,7,0,13,1,1,1,4,4,1,4,8,0,0,1,3
662,215.835,2018,6,0,4,3,2,0,0,0,2,2,6,3,0,4,6,6,4,4,5,3,7,5,4,6,1,12,2,1,0,5,5,1,10,8,0,0,2,1
663,151.0589,2018,4,0,4,3,2,0,0,0,2,2,1,6,0,7,9,7,3,1,3,4,5,9,4,5,1,17,2,1,0,4,5,5,7,1,1,0,2,2
664,109.0873,2018,3,0,4,2,2,0,1,3,3,1,1,1,0,1,4,8,2,1,4,5,7,8,5,3,1,2,3,2,1,4,4,4,6,3,0,0,1,2
665,73.03149,2018,6,1,4,1,2,0,0,0,1,1,10,1,0,10,8,10,3,1,4,4,8,10,7,6,1,17,2,1,0,5,5,4,9,3,0,0,3,1
666,193.914,2018,3,0,4,2,2,1,0,0,1,2,7,2,0,8,8,8,3,2,3,5,7,5,5,5,1,9,2,1,1,3,5,1,4,3,0,0,1,2
667,912.1046,2018,6,0,4,1,2,1,0,0,2,3,3,1,0,10,8,10,4,1,4,5,8,9,8,8,1,18,1,1,3,4,5,3,5,3,0,0,2,2
668,319.1861,2018,3,1,4,3,2,1,1,1,3,2,5,4,0,3,10,10,5,1,5,3,7,10,7,8,1,12,3,2,3,4,3,2,1,9,0,1,1,3
669,348.8088,2018,5,0,4,1,2,1,0,0,1,2,7,1,0,4,10,10,5,1,3,5,8,10,7,5,1,5,2,1,0,5,5,5,9,5,0,0,2,2
670,193.246,2018,3,1,4,2,2,0,0,0,3,3,3,1,0,4,5,7,3,2,3,1,3,4,3,8,1,5,2,1,1,5,5,5,6,1,0,0,4,2
671,137.1919,2018,3,1,4,1,2,0,0,0,1,2,9,1,0,10,7,3,3,1,3,5,3,7,0,2,1,20,1,1,3,4,5,5,8,5,1,0,2,1
672,816.6641,2018,6,0,4,3,2,0,0,0,2,1,10,2,1,8,8,8,4,1,4,4,8,8,8,7,1,17,1,1,0,4,4,4,8,8,0,0,1,1
673,210.8946,2018,6,0,4,1,2,0,0,0,3,2,9,5,1,10,9,10,4,1,4,2,6,9,6,6,1,4,4,3,0,3,5,3,1,3,0,0,1,1
674,57.70557,2018,3,0,4,4,2,0,0,0,3,2,8,5,0,5,8,8,3,1,4,5,7,8,5,7,0,15,2,1,3,3,4,4,0,9,0,0,1,3
675,305.3317,2018,6,0,1,3,3,0,0,0,1,1,8,1,1,0,9,10,4,1,5,5,8,10,9,9,1,13,3,1,0,4,5,4,10,1,0,1,1,1
